id_herb,nama_herb,nama_latin,nama_lokal,link_gambar,deskripsi_khasiat,mengatasi_gejala,komposisi
,Tahi Kotok,Eleutheranthera ruderalis,Kotok (Jawa); Kotel (Melayu); Tahi Kuntul (Sumatera),,"Adalah tanaman herbal dengan bunga kecil berwarna kuning yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antipiretik dan antiinflamasi. Khasiatnya meliputi membantu meredakan demam, mempercepat penyembuhan luka, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Sakit kepala
Kulit gatal
Perut kembung
Sakit gigi
Mata lelah","Flavonoid, saponin, alkaloid"
,Tapak Rusa,Drynaria fortunei,Tapak Kuda (Jawa); Tapak Rusa Luar (Sumatera),,"Adalah tanaman herbal dengan daun besar yang sering digunakan untuk kesehatan tulang. Daunnya mengandung senyawa bioaktif dengan sifat antinyeri dan mempercepat penyembuhan jaringan. Khasiatnya meliputi membantu memperbaiki kesehatan tulang, mengurangi peradangan, dan meningkatkan kekuatan sendi. Selain itu, tanaman ini juga dipercaya mampu menjaga metabolisme tubuh.","Sakit kepala
Kulit kasar
Perut kembung
Iritasi tenggorokan
Insomnia","Flavonoid, alkaloid, saponin"
,Tapak Dara,Catharanthus roseus,Bunga Tapak Dara (Jawa); Tapak Dara Putih (Sumatera); Tapak Kuda (Bali),,"Adalah tanaman berbunga dengan bunga kecil berwarna ungu atau putih yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antikanker dan meningkatkan metabolisme. Khasiatnya meliputi membantu menurunkan kadar gula darah, melawan sel kanker, dan memperbaiki kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu mempercepat regenerasi jaringan.","Sakit kepala
Perut kembung
Luka ringan
Insomnia
Tenggorokan kering","Alkaloid, flavonoid, saponin"
,Tapak Kuda,Ipomoea pes-caprae,Tapak Kuda Merah (Jawa); Tapak Kuda Laut (Aceh),,"Adalah tanaman herbal dengan daun berbentuk bulat yang sering ditemukan di pantai dan digunakan untuk kesehatan. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meredakan nyeri sendi, melindungi kulit dari infeksi, dan memperbaiki kesehatan jaringan. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme tubuh.","Kaki bengkak
Sakit kepala
Demam
Peradangan kulit
Sakit pinggang","Flavonoid, saponin, alkaloid"
,Tapak Liman,Elephantopus scaber,Liman (Jawa); Liman Kecil (Sumatera); Tapak Liman Batu (Bali),,"Adalah tanaman herbal kecil yang sering digunakan dalam pengobatan tradisional untuk kesehatan tubuh. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan penenang. Khasiatnya meliputi membantu meredakan demam, memperbaiki fungsi hati, dan meningkatkan daya tahan tubuh. Selain itu, tanaman ini juga dipercaya mampu menjaga keseimbangan metabolisme.","Sakit kepala ringan
Kulit gatal
Perut kembung
Pusing ringan
Sakit pada otot","Flavonoid, saponin, alkaloid"
,Tebu,Saccharum officinarum,Tebu Putih (Jawa),,"Adalah tanaman tropis dengan batang yang sering digunakan sebagai sumber energi alami. Batangnya mengandung senyawa bioaktif dengan sifat penambah energi dan antioksidan. Khasiatnya meliputi membantu meningkatkan stamina, menjaga kesehatan pencernaan, dan memperbaiki metabolisme tubuh. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Dehidrasi
Lelah atau letih
Mulut kering
Tenggorokan kering
Kehilangan nafsu makan","Sakarosa, flavonoid,"
,Teh,Camellia sinensis,Teh Hijau (Sumatera); Teh Hitam (Jawa),,"Adalah tanaman herbal dengan daun kecil yang sering digunakan untuk minuman sehat. Daunnya mengandung senyawa bioaktif dengan sifat antioksidan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan konsentrasi, menjaga kesehatan jantung, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki fungsi kognitif.","Mata lelah
Kulit kering
Sakit kepala ringan
Perut kembung
Kelelahan","Kafein, theobromin, theofilin"
,Tembelekan,Lantana camara,Tembelekan Merah (Jawa); ,,"Adalah tanaman berbunga dengan bunga kecil berwarna cerah yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan menenangkan. Khasiatnya meliputi membantu mengatasi batuk, meredakan peradangan, dan mempercepat penyembuhan luka. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan kulit.","Sakit kepala ringan
Kulit iritasi ringan
Perut kembung
Sakit tenggorokan
Kelelahan ringan","Tanin, flavonoid, alkaloid, saponin"
,Tempuyung,Sonchus arvensis,Pucuk Tempuyung (Jawa); Pucuk Seledri (Sunda),,"Adalah tanaman herbal dengan daun besar yang sering digunakan untuk kesehatan ginjal. Daunnya mengandung senyawa bioaktif dengan sifat diuretik dan antiinflamasi. Khasiatnya meliputi membantu meluruhkan batu ginjal, memperbaiki kesehatan saluran kemih, dan mengurangi peradangan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan pencernaan.","Sakit pinggang
Pembengkakan ringan
Perut kembung
Mata lelah
Tenggorokan kering","Tannin, flavonoid, alkaloid, saponin"
,Temu Hitam,Curcuma aeruginosa,Temu Hitam Bali (Bali); Temu Hitam Sumatra,,"Adalah tanaman herbal dengan rimpang gelap yang sering digunakan untuk kesehatan. Rimpangnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan antikanker. Khasiatnya meliputi membantu meningkatkan fungsi hati, melindungi tubuh dari radikal bebas, dan memperbaiki kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Perut kembung
Sakit kepala ringan
Stres atau cemas
Kulit kusam
Nyeri otot","Kurkumin, minyak atsiri, flavonoid"
,Temu Kunci,Boesenbergia pandurata,Temu Kunci Bali (Bali); Temu Kunci Madura,,"Adalah tanaman herbal dengan rimpang kecil yang sering digunakan dalam pengobatan tradisional. Rimpangnya mengandung senyawa bioaktif dengan sifat antioksidan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan nafsu makan, menjaga kesehatan pencernaan, dan memperbaiki fungsi hati. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Perut kembung
Sakit kepala
Pusing
Gangguan pencernaan
Kelelahan","Minyak atsiri, kurkumin, resin"
,Temu Putih,Curcuma zedoaria,Kunci Putih (Bali); Kunci Putih Sumatra,,"Adalah tanaman herbal dengan rimpang putih yang sering digunakan untuk kesehatan. Rimpangnya mengandung senyawa bioaktif dengan sifat antikanker dan antiinflamasi. Khasiatnya meliputi membantu meningkatkan fungsi hati, melawan sel kanker, dan memperbaiki kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme tubuh.","Perut kembung
Sakit kepala ringan
Peradangan ringan
Kulit gatal
Lelah atau lesu","Minyak atsiri, kurkumin, flavonoid"
,Temu Putri,Curcuma petiolata,Temu Putri (Indonesia),,"Adalah tanaman herbal yang memiliki rimpang khas dengan aroma harum dan digunakan secara tradisional dalam pengobatan herbal. Rimpangnya mengandung senyawa aktif seperti kurkumin, minyak atsiri, dan antioksidan. Khasiatnya meliputi membantu mengatasi gangguan pencernaan, meredakan peradangan, dan meningkatkan daya tahan tubuh. Selain untuk kesehatan, tanaman ini juga memiliki nilai estetika sebagai tanaman hias karena bentuk daunnya yang menarik.","Perut kembung
Sakit kepala ringan
Lelah atau lesu
Masalah pencernaan
Sakit gigi ringan","Minyak atsiri, kurkumin, flavonoid, tanin"
,Temulawak,Curcuma xanthorrhiza,Kunyit Kuning (Jawa); Temulawak Bali (Bali); Temulawak Sumatra,,"Adalah tanaman herbal dengan rimpang berwarna kuning yang sering digunakan dalam pengobatan tradisional. Rimpangnya mengandung senyawa bioaktif dengan sifat antiradang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan fungsi hati, melancarkan pencernaan, dan memperbaiki kesehatan tubuh secara keseluruhan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas.","Sakit perut
Perut kembung
Mual ringan
Sakit kepala ringan
Lelah atau capek","Kurkumin, minyak atsiri, resin, flavonoid"
,Teratai,Nelumbo nucifera,Teratai Putih (Sumatera); Bunga Teratai (Jawa),,"Adalah tanaman air dengan bunga besar yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat penenang dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan kesehatan jantung, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Stres atau kecemasan
Insomnia
Sakit kepala ringan
Gangguan pencernaan
Kulit iritasi","Alkaloid, flavonoid, saponin"
,Teratai Kerdil,Nymphaea tetragona,Teratai Mini (Sumatera); Teratai Biru (Bali),,"Adalah tanaman air dengan bunga kecil yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan antioksidan. Khasiatnya meliputi membantu meredakan insomnia, meningkatkan kualitas tidur, dan menjaga kesehatan saraf. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme.","Sakit kepala ringan
Gangguan tidur
Stres atau kecemasan
Perut kembung
Kulit gatal","Flavonoid, alkaloid, minyak atsiri"
,Tomat,Solanum lycopersicum,Tomat Merah (Jawa); Tomat Buncis (Aceh),,"Adalah tanaman buah dengan warna merah yang sering dikonsumsi untuk kesehatan. Buahnya kaya akan senyawa bioaktif dengan sifat antioksidan dan memperbaiki metabolisme. Khasiatnya meliputi membantu menjaga kesehatan kulit, meningkatkan daya tahan tubuh, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan jantung.","Kulit berminyak
Kulit kusam
Sakit kepala ringan
Perut kembung
Dehidrasi","Vitamin C, lycopene, beta-karoten, kalium, folat, flavonoid"
,Tunjung,Nymphaea caerulea,"Teratai Biru (Sumatera, Bali)",,"Adalah tanaman air dengan bunga biru yang sering digunakan untuk kesehatan. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meredakan stres, meningkatkan konsentrasi, dan menjaga fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas tubuh.","Sakit kepala ringan
Pusing
Perut kembung
Kelelahan
Mata merah atau lelah","Flavonoid, saponin, alkaloid"
,Turi,Sesbania grandiflora,Turi Bali (Bali); Turi Kuning (Jawa),,"Adalah tanaman berbunga dengan bunga berwarna putih atau merah muda yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, memperbaiki metabolisme, dan menjaga kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan tulang.","Batuk
Sakit tenggorokan
Perut kembung
Pusing ringan
Insomnia","Alkaloid, flavonoid, saponin"
,Ubi Kayu,Manihot esculenta,Singkong (Indonesia); Ubi Kayu (Jawa); Ubi Karet (Bali); Ubi Kayu (Sumatra),,"Adalah tanaman pangan dengan umbi yang sering digunakan sebagai sumber energi. Umbinya mengandung senyawa bioaktif dengan sifat penambah energi dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan stamina, menjaga kesehatan pencernaan, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki fungsi metabolisme.","Perut kembung
Kulit kering atau kasar
Lelah atau letih
Sakit kepala ringan
Bibir pecah-pecah","Karbohidrat, pati, serat, vitamin C, kalium"
,Urang Aring,Eclipta prostrata,Daun Dakon (Bali); Daun Duwet (Jawa),,"Adalah tanaman herbal dengan daun kecil yang sering digunakan dalam pengobatan tradisional untuk kesehatan rambut. Daunnya mengandung senyawa bioaktif dengan sifat mempercepat pertumbuhan rambut dan memperbaiki kesehatan kulit kepala. Khasiatnya meliputi membantu mengatasi ketombe, menjaga kelembapan rambut, dan melindungi kulit kepala dari infeksi. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme tubuh.","Rambut rontok
Rambut beruban dini
Kulit kepala gatal
Luka ringan
Sariawan","Flavonoid, saponin, alkaloid, tanin"
,Waru,Hibiscus tiliaceus,"Kembang Waru (Jawa, Bali); Bunga Waru (Sumatra)",,"Adalah tanaman berbunga dengan daun lebar yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meredakan nyeri, memperbaiki kesehatan kulit, dan meningkatkan regenerasi jaringan. Selain itu, tanaman ini juga dipercaya mampu menjaga keseimbangan metabolisme.","Batuk
Radang tenggorokan
Luka ringan
Kulit terbakar ringan
Perut kembung","Flavonoid, alkaloid, saponin"
,Wijaya Kusuma,Epiphyllum oxypetalum,Bunga Setangkai (Bali); Wijaya Kusuma (Sumatra),,"Adalah tanaman berbunga dengan bunga besar yang sering mekar di malam hari dan digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan sirkulasi darah, meredakan stres, dan menjaga kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kualitas tidur.","Batuk berdahak
Mimisan
Tenggorokan kering
Luka ringan
Perut kembung","Alkaloid, flavonoid, saponin"
,Wortel,Daucus carota,Wortel Jepang (Bali); Wortel Kuning (Sumatera),,"Adalah tanaman umbi yang kaya akan beta-karoten dan sering digunakan untuk kesehatan. Umbinya mengandung senyawa bioaktif dengan sifat antioksidan dan memperbaiki kesehatan mata. Khasiatnya meliputi membantu menjaga kesehatan kulit, meningkatkan daya tahan tubuh, dan melindungi tubuh dari radikal bebas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan pencernaan.","Mata lelah
Kulit kusam
Perut kembung
Tenggorokan kering
Kelelahan ringan","Beta-karoten, vitamin A, vitamin C, kalium, serat"
